@relation random10K
@attribute attr1 real
@attribute attr2 real
@attribute attr3 real
@attribute attr4 real
@attribute attr5 real
@attribute attr6 real
@attribute attr7 real
@attribute attr8 real
@attribute attr9 real
@attribute attr10 real
@data
36.1018,8498.59,50.446,1.96813,23.8184,74.2977,98.2011,124.927,1322.55,15.2801
98.7664,4805.28,40.3678,3.53848,65.3089,58.0387,97.8899,124.002,1165.78,14.1075
52.4652,4757.22,58.9409,2.75928,114.06,65.5481,98.9785,121.417,1754.46,16.7342
51.1011,2333.05,44.1218,3.1192,68.0063,70.1978,97.8081,120.324,1289.96,18.5597
61.1446,5778.69,29.9555,3.2137,62.8716,79.5719,97.1321,124.317,1317.97,15.591
33.3622,8711.25,74.8835,2.64212,74.8373,76.6889,97.0924,122.573,1735.51,13.0039
39.5879,3895.64,8.80593,2.41497,20.8558,70.2917,97.1523,122.237,1371.53,16.3967
56.1837,2131.61,8.46021,2.65401,111.687,68.1055,97.7378,124.602,1120.39,18.3211
54.6562,4947.34,70.3183,1.08614,17.7687,59.0481,98.5615,120.31,1565.7,17.2975
34.385,9221.35,90.7882,1.01479,69.1244,91.8485,98.2231,122.752,1243.99,14.0985
38.1611,8544.32,22.9587,1.1651,68.5703,50.3712,98.224,124.191,1774.29,18.5942
80.7578,4612.18,32.0704,2.05261,66.9866,61.9293,98.4039,121.18,1178.56,15.806
96.6554,5529.63,38.3298,3.41627,77.167,85.1649,98.804,120.788,1195.13,15.0758
53.8548,6093.76,19.7606,2.32097,90.6765,75.8689,98.1884,121.394,1271.64,16.411
44.7767,3574.02,85.5526,2.23563,88.5338,63.4117,98.6569,121.748,1386.24,14.2421
87.2074,6307.68,63.3395,1.26274,65.7147,56.5514,97.0645,121.729,1152.04,15.5642
78.4279,7542.62,89.5179,3.2675,42.113,74.6571,97.9784,124.137,1684.57,18.7652
57.7111,2765.36,19.1852,1.57271,84.0454,83.4304,98.2823,122.18,954.822,14.3644
75.011,9776.56,73.9281,1.57369,33.8807,57.2289,97.9712,120.959,1355.61,18.0258
73.3476,3979.49,52.7409,2.37502,27.5663,81.5987,97.3284,122.962,1390.97,13.2925
68.7345,9894.76,17.9984,2.83289,47.1077,81.0869,98.0324,124.595,987.976,17.0261
40.2426,8647.92,62.8782,3.43657,29.6888,83.3206,97.2439,123.039,1794.62,17.0653
61.18,6911.01,88.2487,3.62765,35.2882,49.2433,98.479,121.682,1420.75,14.9828
56.9608,3392.77,33.5576,2.28874,115.127,74.1824,97.5631,122.006,1313.97,15.8172
35.0594,7282.35,32.0469,2.84611,80.1182,66.6007,98.0362,123.472,830.545,16.0764
56.0381,5807.79,16.395,1.59088,66.608,61.1484,97.6504,120.957,1435.23,18.6758
66.5265,2163.04,15.8051,3.21734,77.5955,48.2251,97.8683,124.158,1206.37,18.6888
51.0732,5829.2,59.7589,2.5047,37.7301,55.9603,97.0486,123.561,1675.34,13.3291
45.7405,3978.5,52.7746,1.75443,76.9584,91.2382,98.3006,124.347,974.032,14.7132
87.0814,7566.71,32.5318,3.50652,75.9148,85.6582,98.8812,124.846,1487.38,15.082
94.2082,9907.43,79.3078,2.27708,82.0794,48.8651,98.4132,123.072,1531.79,16.4917
76.841,9653.23,79.6335,1.29996,50.5104,64.4354,97.3653,124.792,1043.02,15.1402
47.0772,2467.74,9.72878,2.3496,127.325,73.8498,97.8115,124.673,1356.62,13.5587
49.7109,5791.02,12.3393,1.02168,127.952,77.5479,97.2538,123.531,1085.85,18.1521
50.1688,9640.02,78.3797,1.05216,33.3587,53.4322,97.9818,121.688,881.89,17.4036
78.6054,4606.8,76.3164,2.94071,114.08,82.6006,97.6688,121.407,1520.97,18.3461
56.2202,2020.43,37.8405,2.06836,28.2953,64.0364,97.2553,121.183,870.642,15.4811
36.6741,4870.15,38.166,3.43202,69.3294,71.034,97.0683,124.835,1661.16,13.6961
79.0708,6444.18,44.7685,2.18025,49.8718,61.974,97.5596,123.184,1399.04,13.0046
66.9491,9788.95,5.29823,3.37822,64.1309,52.9761,97.5144,122.787,1149.76,14.9671
97.9639,5560.84,66.7954,1.71827,55.8473,55.1619,98.7258,121.95,929.844,17.3445
65.4155,8646.84,30.1645,3.54342,52.3183,73.6094,97.5308,123.02,1018.86,18.1867
72.3376,7973.64,80.4256,2.52441,87.6178,59.7833,98.4425,124.483,1625.21,13.4259
45.7147,8368.96,51.4487,3.43333,31.1809,86.3625,97.1478,124.992,1061.79,14.2224
80.5786,8141.79,8.11223,0.706472,96.1396,63.7894,98.1684,124.905,1762.91,17.8183
89.1762,6541.9,54.478,2.75031,35.6979,56.3248,98.9025,124.486,885.849,17.6587
97.7667,4482.76,56.5308,2.15258,40.803,79.1568,97.7121,121.477,1506.58,16.7071
64.9343,5433.03,39.7022,2.30093,64.304,52.4489,98.785,120.077,882.043,18.1324
87.2968,9419.34,43.083,1.80484,84.4156,74.3568,98.115,122.81,1296.12,16.86
53.6976,5713.75,90.8308,3.43331,122.222,55.7058,98.2384,121.522,1270.47,14.9547
94.5634,9756.24,72.9424,1.62374,72.3553,56.1929,97.8181,121.978,1001.68,15.9464
47.5751,2161.63,42.6639,2.72265,59.5103,49.291,97.5465,124.73,1391.43,17.6162
71.2508,9439.77,26.022,2.32892,110.2,56.0075,98.4362,122.301,1286.47,14.1314
85.0251,5270.41,19.2291,2.32297,96.2721,77.096,98.4544,120.629,856.94,18.5732
73.1769,4464.1,90.4165,0.805899,126.01,62.8525,97.1293,121.277,1083.52,16.9364
31.7378,8982.57,57.7442,1.47521,62.5688,66.7933,97.8808,120.669,1687.41,18.5612
52.5727,7387.83,35.2095,2.14171,40.0205,50.3045,97.2837,124.708,978.118,14.1927
90.9369,8359.44,50.6116,3.1588,108.986,69.5171,97.3143,124.474,1544.49,15.6441
68.5662,8154.55,33.215,1.11098,19.1049,80.0889,98.1282,122.341,1663.19,15.7091
57.6482,3485.26,16.2498,2.89191,90.6173,62.9365,98.566,124.04,1081.13,18.7668
30.4796,3213.23,73.0453,2.24094,124.78,73.7967,97.0053,120.642,1281.16,17.483
69.8363,2256.85,51.4835,3.34777,34.9389,71.9451,98.2238,123.666,812.321,15.8504
42.931,5258.36,64.4657,1.62918,31.4482,62.3861,98.2984,124.605,935.025,18.5819
91.7449,3135.01,12.3774,2.61439,89.4186,50.3419,97.4488,123.291,981.634,17.2335
58.3752,8005.79,71.3917,3.46553,86.9311,87.8984,97.9321,121.226,1439.99,15.8702
80.4189,8597.77,84.71,1.843,31.058,49.0383,98.4159,123.918,1744.54,18.0579
79.9769,8612.88,93.6374,3.08778,68.0508,76.1768,98.6983,123.446,1098.58,13.1847
57.6317,7631.51,75.3359,1.09727,86.0876,66.2523,97.0784,120.459,1460.02,17.0752
69.9142,5042.33,50.3528,2.06761,101.265,76.0881,97.9589,122.346,1222.01,15.544
51.8563,3087.69,27.5554,1.59128,120.372,79.4756,98.875,123.905,1204.51,14.4163
86.8279,8394.02,89.5992,2.48001,120.348,72.894,97.0163,124.854,1457.61,17.0091
75.5058,3822.47,9.36277,1.16201,92.572,83.6298,98.5847,120.816,1079.02,14.2863
71.1006,6730.01,36.5303,3.2133,115.495,60.4179,98.1062,124.129,863.267,18.7458
34.3311,9000.76,73.12,0.705592,68.4645,78.2969,98.1353,122.383,1459.45,14.3515
40.1345,4476.24,45.7746,1.27976,67.9158,54.0161,97.006,121.28,1099.88,14.6922
62.9195,9096.22,83.5962,3.16185,97.1769,81.5119,97.2057,121.39,1387.45,13.9966
46.4886,7194.62,8.70824,3.67732,88.9334,70.424,98.362,121.094,1786.23,15.0427
61.085,3048.07,63.4985,3.39137,52.3174,52.9948,97.0677,121.636,1169.42,15.0024
72.6526,8717.59,24.868,2.14784,89.9553,89.6042,97.4885,123.816,1023.47,17.9902
95.0485,5672.14,48.2928,3.6114,66.5632,53.8178,97.9602,120.662,1151.05,15.798
63.1041,8360.97,58.7607,1.0687,93.5314,88.5505,97.4728,123.63,1048.89,16.635
34.1877,8865.67,45.0982,1.54174,54.1722,52.6574,97.4523,122.925,1669.01,15.6976
59.1744,8386.16,86.775,3.39342,102.099,63.843,97.0601,121.244,1292.53,15.2865
80.0619,9723.57,20.8582,1.63753,25.8946,86.2117,97.4682,121.624,1394.54,15.898
95.1417,7234.95,35.7089,1.8284,120.714,78.0095,97.964,120.805,1067.11,15.1059
72.747,7471.06,18.4333,2.25785,81.1493,88.3918,98.7587,123.059,966.834,15.2313
99.4961,9056.04,35.3595,1.20701,37.7858,66.7296,97.0749,122.143,1550.43,16.792
93.8141,7448.23,30.7725,1.45852,22.402,57.7376,98.8697,122.696,1182.39,14.2119
92.3092,9944.48,84.7275,0.818172,73.3824,68.5722,98.9148,121.958,879.271,13.7453
83.4504,2576.58,5.56022,1.00272,43.0004,56.8326,98.0532,121.393,1429.37,14.6621
93.7363,6328.01,91.2235,1.29064,104.91,48.6688,97.8364,123.644,1354.34,17.8035
95.1485,5555.8,76.4273,3.14966,70.193,61.4631,97.5682,122.206,1497.67,15.1803
69.583,5690.01,44.1903,2.41509,78.9615,77.767,98.5449,120.444,1755.05,15.4108
55.6021,8924.53,89.8528,1.67135,22.994,80.4126,97.678,122.403,1265.36,18.36
49.6849,5168.45,35.4022,0.924546,39.8123,84.1534,97.7617,122.484,1062.92,13.471
90.2063,8627.14,53.5777,1.58662,60.8099,52.484,98.9441,120.863,990.643,18.5627
70.2033,6451.09,76.3409,2.25143,114.579,85.6254,97.5076,121.096,1135.76,17.3149
37.8736,6935.76,15.3689,2.05085,93.4837,62.4241,97.5439,120.363,1624.53,16.2092
40.5804,7477,37.6937,2.7727,125.778,81.5875,98.5856,124.761,1735.88,18.9007
91.5535,6081.69,53.5856,2.71603,19.0635,66.4804,98.0543,121.406,1439.16,18.1773
30.0209,8013.15,48.1875,1.04652,38.6157,55.5539,97.8867,122.369,1044.33,14.6072
30.6124,5163.81,90.7238,1.81603,25.6743,89.0366,97.2707,124.396,1684.88,13.4274
90.3848,8113.68,57.3306,1.90744,64.8568,74.7874,98.645,124.817,1689.95,15.7699
87.8372,9121.97,24.1967,1.61832,16.6445,66.2698,97.9556,122.245,1689.1,17.3327
80.1861,9182.78,15.5831,2.7083,46.2242,56.9746,98.2042,122.026,883.155,15.9217
63.3523,9566.36,27.6052,0.87374,55.0069,78.2452,98.3334,120.854,1450.75,16.34
74.2694,5815.93,45.2221,3.23715,103.707,67.9174,97.5219,121.304,1701.75,13.9002
98.8099,6949.56,9.30986,1.00177,48.2702,61.9808,97.6091,124.451,1522.97,15.3263
56.4017,3595.44,35.0156,2.58501,44.8225,77.9984,97.6315,124.62,1652.55,18.7988
63.6509,5879.75,44.9115,3.48292,53.0367,57.9686,97.7606,122.958,1287.44,14.6923
81.9164,5763.55,86.0677,3.06865,79.9557,56.3107,97.2146,124.378,879.088,17.9816
48.431,5650.04,7.67255,2.49042,25.4741,60.6297,97.5572,122.002,1011.1,13.7868
55.6751,7534.61,60.4494,3.13074,85.3802,89.6587,97.0736,124.999,1338.41,16.1455
49.7281,4240.62,94.5227,1.24775,23.7983,72.8921,97.7429,120.885,1241.32,15.7033
30.5033,7636.94,86.6124,0.810656,49.7594,91.6214,97.6478,122.9,1191.71,16.2101
79.7804,8067.97,25.4165,1.68176,79.6994,85.2379,97.5481,123.028,1646.09,17.8747
39.0864,3023.36,13.328,1.0735,50.7763,55.1351,98.3805,123.41,1139.09,13.7893
39.2759,4770.22,80.2549,0.817952,58.9142,54.0539,97.0614,123.535,1517.6,15.5345
46.9477,5429.98,21.2827,2.10688,100.672,80.9852,97.6306,120.15,1155.22,13.9682
88.975,5880.18,31.0358,3.5051,84.2667,74.3908,97.1944,121.499,1081.75,15.6177
60.1912,5314.14,75.4302,1.5024,66.8015,55.2917,97.8101,122.421,1672.81,13.7359
93.4703,2919.33,54.6263,0.962915,81.3941,61.5258,98.6746,124.496,1137.45,14.1551
34.2363,3439.58,65.9788,1.74942,28.8778,60.6309,98.8992,121.061,1386.82,14.3881
75.3919,2144.98,63.1055,1.99304,47.9862,52.3648,98.1935,123.453,1383.5,15.8172
86.9312,5921.73,57.6011,1.79412,80.7197,55.4066,98.3442,122.076,867.485,13.0574
72.5374,3024.03,22.0556,1.55566,69.5146,61.3974,98.1446,122.137,1316.66,13.9546
76.1127,3320.93,20.9505,1.61311,82.7666,68.3641,97.8071,120.964,953.467,18.9224
76.3684,9734.16,47.9556,1.44059,53.1255,50.4261,97.8304,120.018,1270.3,15.8961
30.9204,2623.79,59.9614,1.30796,56.6775,51.8936,98.0143,124.677,1315.9,13.1428
36.6208,3397.19,22.0027,1.51543,69.6501,82.5422,98.4693,124.413,1777.91,18.3286
90.876,7122.56,81.9381,1.74082,115.364,56.1992,97.8042,121.512,989.934,18.2343
84.9539,3624.66,90.5315,1.88722,61.4426,61.7959,97.9685,124.564,1049.02,13.0008
95.5676,4748.81,20.7297,1.0768,84.9262,76.7669,98.8213,121.75,1336.38,18.3314
46.6697,5248.31,52.5994,0.979019,100.334,66.3068,97.5587,120.775,1518.44,15.8157
31.9206,6027.98,65.5131,3.63336,116.714,51.4366,97.5827,121.917,1790.98,16.2421
56.8514,9421.31,84.5556,2.3751,21.9655,69.972,97.4243,124.82,1649.41,17.4912
89.6731,2700.36,18.9121,1.84406,36.2217,87.9326,98.5948,122.3,862.62,16.0952
95.0431,2720.45,6.74209,2.50467,23.5985,88.4181,98.3593,121.796,1102.06,17.0239
92.9666,7485.2,58.8478,3.05042,43.3298,76.6691,97.5657,122.281,1415.48,13.7934
44.3301,5743.65,24.7807,1.77789,111.123,65.6148,97.5337,123.234,1660.24,14.9768
41.3812,8315.41,42.7578,1.24584,59.79,69.4445,97.2011,120.353,1646.55,15.4156
81.8901,7968.56,12.9422,1.71879,75.3088,62.6196,98.9823,124.062,1588.44,16.6399
96.1234,9945.23,11.7146,1.19322,55.4743,88.6523,98.1295,123.097,1370.65,15.5499
96.4144,7865.88,24.2967,1.80492,118.5,74.6371,98.7114,120.079,1476.03,17.2134
59.2821,5338.56,45.347,2.21969,100.775,91.0251,98.6776,123.74,1590.22,16.7636
54.8314,7878.74,60.8375,1.98802,116.716,90.8061,97.7065,122.32,1392.17,18.5434
92.2279,6327.57,64.1425,1.01013,117.836,73.1821,98.4175,123.825,1388.04,15.3088
62.7017,2050.83,77.1909,3.4464,73.4466,72.5976,98.7866,121.759,1107.12,17.1012
98.5302,7294.85,42.6536,2.49826,26.214,61.9753,98.1446,122.222,1581.61,13.9867
55.7851,7364.65,68.486,0.776492,102.683,75.0448,98.1956,122.414,1179.59,14.1151
90.7269,8774.06,22.2989,2.70894,101.369,79.0255,97.4574,123.278,856.866,16.2148
53.7346,2286.95,22.7896,2.97232,87.1523,60.7098,97.1501,121.038,1533.31,18.14
56.0419,2813.38,52.4529,0.932282,30.243,61.2534,98.3842,123.625,1583.94,13.43
93.759,7211.74,87.6588,1.00916,51.965,77.9488,98.6164,122.749,1136.19,18.1903
35.9925,7402.05,86.0822,1.54981,64.462,71.5929,98.1443,122.539,1543.78,14.8327
55.5101,2926.42,41.6404,3.37505,37.6417,71.5085,97.3858,124.427,1059.27,18.861
96.9889,3360.92,61.5476,3.32625,46.5948,89.7746,98.1121,120.407,1299.22,18.3536
96.2473,6678.64,56.0766,3.24191,113.227,48.0094,97.767,122.201,1307.97,13.7637
82.1971,8979.22,26.8775,1.15836,101.578,67.1978,98.3741,124.785,1121.62,18.6781
95.3677,4228.87,15.4814,2.38639,33.2507,65.1436,98.0231,123.55,1270.97,13.0647
72.1649,5338.92,58.6047,1.20962,45.6429,68.4032,97.3402,123.241,1703.94,17.0684
84.2818,7196.89,54.5416,0.755612,105.869,61.8402,97.9097,122.447,1071.53,17.6588
60.5072,3642.87,9.95748,2.35683,101.959,57.2007,98.8838,121.395,1719.2,15.4773
50.2875,6172.47,79.722,3.35629,93.4404,52.1762,97.6983,124.308,1543.09,14.5185
67.7706,6148.33,86.2418,0.970128,76.1527,79.0237,97.8092,124.96,994.557,17.0568
83.7882,7042.99,84.3337,3.17046,36.4569,76.5549,97.0652,120.623,1728.02,18.7108
67.6205,3742.73,47.6018,1.80304,27.5663,55.2505,97.9252,122.262,826.305,14.2341
79.3839,6527.08,70.1798,2.52451,89.464,59.4971,97.6265,120.303,1053.23,16.0469
81.5653,2173.03,17.4367,2.5544,110.653,62.1168,97.5342,124.389,1245.39,14.1708
88.0652,9862.64,42.1673,1.60857,55.2571,70.7146,97.9353,124.066,1768.65,15.9637
31.3147,7393.06,10.3848,2.929,47.6179,79.4934,97.0086,122.978,1576.28,14.5452
37.2359,6103.42,30.1239,1.42467,30.6787,53.4678,98.1248,121.991,801.977,13.0467
71.5308,8651.83,94.1554,0.718803,31.0455,63.0095,98.045,123.01,954.227,15.9469
36.7145,3384.07,19.876,1.16726,118.593,67.694,98.743,124.602,843.149,16.8868
42.4485,3172.15,19.4647,2.07097,59.4642,60.8383,98.1625,124.752,1489.95,16.4994
97.0776,4265.96,42.3243,3.5466,48.4254,72.1582,97.58,124.06,951.025,15.6653
51.2224,3975.57,60.5506,2.1054,61.1023,71.4625,98.8321,121.371,1253.55,18.7552
94.5402,7051.08,14.5153,0.948164,25.8981,69.7271,97.749,123.348,1244.26,13.3867
47.7009,5220.13,36.2924,2.70276,55.355,76.0371,97.4333,123.207,1249.23,15.206
35.9917,8019.24,60.3145,2.80847,40.7377,48.7614,97.4721,120.685,1091.52,17.1377
36.7296,3708.14,33.8898,1.30559,49.1788,66.0124,98.3913,123.354,879.009,13.8396
81.4632,4655.03,53.8198,0.948645,127.94,87.3284,98.4402,121.08,1335.2,14.0159
70.8631,6966.38,87.9549,1.2951,52.2456,54.2741,97.4313,122.798,1079.52,16.0431
47.4509,5005.29,69.8633,2.41089,80.6827,48.7455,98.9593,121.366,1487.68,13.3521
58.9178,5382.96,40.1502,3.56666,72.6441,65.161,98.6988,121.129,1406.12,15.3075
57.6608,3519.05,5.4843,1.65063,59.4836,62.4761,97.9189,123.02,1688.69,17.434
37.7771,3103.89,15.3189,3.19541,95.3277,78.4558,98.6975,123.44,1765.36,16.2186
82.2642,5027.8,91.3367,1.11157,53.4114,68.4621,98.0544,120.917,1490.89,13.8
69.7596,2688.34,34.0893,2.42013,61.1269,79.3043,98.8048,124.312,1115.38,17.7464
72.0966,5411.82,88.6148,2.8481,44.9275,76.0428,97.8164,120.535,1125.29,15.2415
75.0418,2575.36,72.6846,2.50825,39.4203,51.7876,97.1356,123.682,1069.49,17.5521
90.8759,8699.89,81.0257,1.27861,62.0165,58.8965,98.8087,121.566,910.035,14.3182
37.3015,7691.32,63.1567,0.80008,63.8744,87.7965,98.3414,124.178,811.494,18.9759
44.6466,7239.59,11.1115,3.58387,44.8624,60.1887,97.0947,121.627,813.337,14.9012
35.8931,9063.94,18.8913,3.48675,24.4966,72.8692,97.3531,124.901,1678.45,14.7196
43.9931,9862.06,94.8214,3.23826,17.8051,66.7205,98.5011,123.434,1061.13,17.5723
77.7959,5762.92,42.5297,2.95211,64.3452,77.6867,97.0554,122.395,800.197,13.2463
85.7119,2675.07,88.1643,3.5507,17.4896,91.996,98.0309,120.949,1780.1,15.3634
63.3525,3440.04,38.8984,2.12344,18.9223,65.2817,98.7999,123.883,879.579,13.9664
67.7086,8099.02,61.8293,3.56707,73.465,50.776,98.2608,122.704,1342.11,16.7835
70.7298,4703.98,69.3471,2.2177,48.2817,80.0438,98.0116,124.018,1718.13,15.9155
43.8294,5156.78,64.9328,2.42263,113.337,78.4485,98.934,123.845,1268.66,13.2793
95.1066,2058.82,77.804,2.3846,123.861,62.1686,98.2492,122.967,1662.81,14.0004
45.681,5557.33,50.4259,3.51695,122.464,82.8903,98.3345,122.282,1396.63,16.5123
95.9605,8353.56,93.1982,2.52464,57.2615,85.3585,97.6004,121.677,1418.08,17.6133
56.7358,6385.39,74.8611,1.27262,28.2871,80.5282,98.0258,123.672,1132.71,15.2542
93.0745,6453.78,78.8331,1.91739,71.5189,81.9212,97.3975,120.815,1027.31,17.7723
82.3836,3356.86,58.0628,2.88495,103.116,90.1517,98.1547,120.39,1093.38,14.1727
89.285,7402.53,71.9263,2.56949,113.013,85.5466,97.7249,121.895,1387.66,17.1709
82.8345,5909.79,27.6685,2.42544,116.186,80.8934,97.6922,120.466,1710.53,16.4404
92.2069,7270.95,71.8704,2.13477,59.3648,70.9163,97.8725,124.823,1398.87,17.3778
41.2008,5566.4,41.4447,3.41091,23.724,59.9298,98.5139,122.157,1450.21,15.0678
38.8589,5239.9,80.0018,1.83529,125.775,80.0265,97.252,121.631,1621.15,13.2192
92.9728,7678.59,67.5867,2.62785,37.065,51.6341,97.3269,123.122,847.151,17.5739
54.7768,3657.3,23.7303,2.97669,28.4095,60.1914,97.0601,124.339,1508.48,17.0814
44.8678,8680.32,12.6701,0.837251,39.9086,50.8757,98.5472,121.697,1191.57,16.5687
56.321,4329.48,32.4142,0.914264,120.586,69.678,97.308,120.486,917.011,14.207
90.1689,5767.72,41.7495,0.90301,41.7444,70.8416,97.6895,121.299,1186.89,13.3194
95.8086,6794.33,84.9446,0.776036,88.2446,52.4767,97.1814,122.093,1241.22,15.8936
30.9411,8537.86,74.6113,1.65414,115.529,79.1194,98.6215,120.213,1604.5,18.5664
47.0683,7312.47,40.8834,2.65648,97.9536,75.6568,97.3426,120.382,1688.45,16.3491
39.0797,8628.59,19.1724,0.753949,111.639,83.3106,97.2395,124.723,1021.18,16.3657
59.8827,3876.98,39.0359,1.30106,77.8989,59.7405,98.8152,121.817,1109.5,17.2727
50.3795,6426.64,38.8558,2.76952,39.015,52.7478,97.6368,121.884,984.382,14.2411
95.4471,4512.73,8.18855,0.977289,53.1924,87.1313,98.7899,122.259,1633.97,13.6967
30.8921,4086.91,36.5669,1.87276,67.6565,87.7501,98.3155,121.844,1066.81,18.8035
35.6665,6463.55,51.8521,2.07138,43.7517,79.9471,98.1301,122.831,902.848,17.4965
84.1129,2302.45,10.7154,3.12541,30.5864,65.4055,98.3956,120.126,1647.38,16.1907
39.8909,8880.99,76.3384,2.17613,44.1169,59.1701,97.7909,124.544,1422.7,16.9736
91.323,7629.21,24.8186,1.88987,34.0071,68.5915,97.2454,123.629,834.176,14.3532
63.2655,8457.73,28.7011,2.31618,84.9568,65.3176,98.8686,121.568,1218.76,17.6901
89.1701,6480.46,62.7626,2.61381,21.8352,87.2854,98.7836,122.238,1601.65,16.087
37.6872,7421.51,24.6338,1.69007,24.3228,64.673,98.596,120.985,904.74,17.9931
59.578,6639.69,62.5466,2.75766,29.2928,59.2241,97.1589,120.265,1368.59,15.9894
88.4271,5311.06,10.2456,2.12944,21.8036,52.8569,97.7387,124.718,1357.94,14.0258
62.0686,7342.05,81.3797,2.72883,127.751,88.6109,97.1104,123.979,919.977,13.9597
73.9589,6340.16,71.5917,1.50217,41.5817,85.7781,98.045,121.539,1711.58,13.5465
86.4273,7970.05,50.4464,3.29317,40.9463,72.4982,98.9495,122.96,1300.4,16.1963
83.4127,9668.16,23.0422,2.53511,87.0971,56.723,98.0694,123.45,1794.04,16.9279
89.4965,6976.23,22.7455,2.46958,115.615,66.7255,97.8969,122.06,1533.46,15.1602
65.2086,6316.49,14.5663,0.723819,61.2425,62.4772,98.1294,121.894,1721.09,13.3907
93.8007,7473.05,7.12701,1.03572,49.1334,76.9709,97.6203,124.153,1148.43,14.8252
63.9614,3587.06,88.3608,2.74701,104.283,83.8886,97.2158,121.183,1027.55,18.0482
71.7711,7844.26,39.2841,2.80907,98.7089,82.535,97.0641,121.516,963.611,18.7189
55.7812,2600.39,62.3546,1.87581,36.9391,89.0567,97.1007,122.486,1563.62,15.3928
86.0921,3990.24,58.7463,2.88264,120.285,64.9586,98.0864,120.195,1422.12,17.6245
91.6282,3750.77,50.1154,1.48401,119.249,58.5492,97.0924,124.77,1342.94,14.259
93.4943,9289.97,30.6395,2.33301,49.9565,68.7609,97.9549,121.768,1768.95,14.4464
82.6643,8162.15,49.0855,1.74858,71.7554,66.522,98.4699,120.205,1259.98,15.1424
86.8233,4723.09,56.8323,1.63913,83.393,69.9024,98.1056,123.24,1251.7,13.5744
90.0446,4870.11,5.62882,1.12799,117.147,61.6475,98.229,121.903,1463.72,16.5007
73.5121,5328.52,36.8352,1.03432,101.746,85.4677,98.0648,122.503,1692.55,18.9543
90.0328,7634.51,34.9487,2.00058,17.944,89.1174,98.8626,122.851,1382.43,15.2981
76.6127,5521.7,71.7597,2.71865,81.282,76.3744,98.9661,120.987,825.414,16.8806
84.6582,7176.13,10.6552,1.10367,100.947,84.4509,98.9722,121.454,1128.97,18.2719
49.826,3492.68,57.4666,2.54798,85.4524,74.414,98.101,122.757,970.474,13.7975
95.4101,8690.96,56.5812,2.72861,73.0363,54.864,97.6422,122.462,1153.38,15.0789
39.7353,3073.67,94.4156,1.30573,46.1017,81.0864,97.0607,121.274,842.814,15.1559
39.3456,4608.34,54.1309,2.84941,121.508,55.3044,97.6336,122.463,1517.43,15.9236
73.7798,7214.87,34.127,1.29565,52.743,84.647,97.7091,123.246,1125.19,17.2476
99.6942,5714.14,80.7921,3.66741,90.6121,52.8796,98.4822,123.483,1165.76,17.7035
33.9084,5994.15,14.8962,2.5052,40.1628,50.2877,98.5355,122.663,1344.51,15.911
31.3855,3359.44,17.3326,1.73028,57.2698,68.464,97.3526,123.615,914.232,16.009
60.1669,2878.9,91.9196,1.51927,27.0881,75.8059,97.768,124.201,1128.47,17.4985
73.6813,5074.45,27.4117,2.90193,126.436,68.4494,98.5719,123.769,1797.29,14.9828
46.7265,2136.63,50.0364,1.82794,56.3766,86.2309,98.6821,122.684,1391.91,18.7318
32.6826,2182.95,10.8649,0.712287,49.1474,55.2233,98.2721,123.4,804.269,18.7871
60.079,7026.3,36.3944,2.73616,56.5736,62.734,97.287,120.741,888.645,13.8446
63.5095,4620.76,19.2059,3.63734,94.8003,70.8073,98.696,122.723,855.167,15.6395
64.9964,2747.92,46.6501,2.39534,26.9295,81.3845,98.4586,123.668,1238.69,17.4013
78.8707,8947.1,37.5655,0.840939,77.2759,79.8605,97.7637,123.453,1672.34,15.8229
88.1944,4808.35,76.8275,3.66758,52.9774,70.073,98.0151,120.891,846.304,16.3762
73.2643,6370.02,64.0578,0.942523,28.4731,81.1665,98.6792,124.203,1287.42,14.6696
70.1939,3484.56,18.1989,3.50811,42.0455,78.5255,98.3203,123.072,1184.35,16.1949
35.9418,3725.56,84.5169,3.3489,38.9474,57.4017,97.7692,123.562,1191.83,15.5856
49.2596,2079.12,92.9463,3.49401,26.1618,51.8961,98.3702,124.652,1729.2,14.0352
44.6004,6027.17,37.2293,1.76569,65.2165,73.9887,97.098,120.498,1005.05,15.6
74.2436,4319.44,63.413,2.24672,35.3643,85.5725,98.4585,122.788,1366.35,13.7265
99.1914,8731.89,16.7869,3.59689,102.556,57.7546,97.1084,122.29,952.005,18.9002
74.1332,4884.66,48.8093,3.66573,96.1711,88.7529,98.1585,123.824,825.777,17.7057
43.8701,7262.63,11.6787,3.24153,35.4209,58.8725,98.4022,124.513,1604.62,14.6047
31.6608,8344.57,14.8041,1.16407,100.974,86.7973,97.7528,124.064,1139.7,16.1704
85.7376,9761.36,85.0077,1.54906,123.38,74.6107,97.4184,122.69,1169.59,14.41
52.558,6541.92,85.3548,1.88939,62.4707,50.9142,98.2871,120.58,1768.88,15.6891
56.8424,9940.86,26.7136,2.17719,32.4975,91.9984,97.7483,122.618,1612.84,17.2831
33.6455,6872.74,66.5616,3.52316,115.917,76.2817,98.0917,120.507,980.744,18.4926
53.5439,6024.01,48.4859,1.38751,116.74,87.5161,97.5908,122.715,814.109,14.5857
99.3856,5180.58,28.1203,1.39746,115.677,65.7844,97.4649,121.321,1727.88,13.2717
98.4579,9839.65,63.8943,2.68596,119.153,72.0458,97.6095,122.334,1447.84,15.913
